Soil Moisture,Temperature,Humidity,Time,Status
78,0,52,2,OFF
70,27,61,79,OFF
71,16,67,35,OFF
82,35,38,13,OFF
40,3,26,68,OFF
52,36,53,87,ON
4,13,40,37,ON
55,43,46,33,ON
47,9,46,35,OFF
9,29,52,4,ON
68,30,38,81,ON
46,39,26,104,OFF
57,45,25,21,ON
35,9,56,11,OFF
44,15,50,62,OFF
12,34,55,69,ON
9,12,29,96,OFF
30,40,42,71,ON
30,12,38,91,OFF
1,30,66,69,ON
90,42,51,23,OFF
36,0,23,59,OFF
58,16,66,60,ON
4,21,51,36,ON
16,38,65,30,ON
56,25,53,9,ON
35,21,53,70,ON
35,33,47,13,ON
27,38,26,100,OFF
3,39,38,4,ON
37,13,59,17,ON
1,43,22,99,OFF
81,44,52,77,ON
72,38,34,36,OFF
10,44,62,28,ON
13,27,43,90,ON
41,23,52,9,ON
3,9,49,107,OFF
26,24,20,74,ON
10,35,20,59,ON
19,4,45,43,ON
62,0,26,81,OFF
7,38,23,21,ON
37,24,49,56,ON
61,34,29,106,OFF
21,35,69,28,ON
19,5,21,34,ON
21,21,48,93,OFF
79,25,21,2,OFF
19,44,51,110,OFF
51,28,35,23,ON
51,44,33,58,ON
5,34,42,88,ON
72,43,50,60,ON
25,42,63,18,ON
15,7,57,108,OFF
42,0,36,63,OFF
17,3,44,92,OFF
34,24,57,37,OFF
7,20,45,36,ON
86,4,64,74,ON
51,16,37,34,ON
6,31,40,86,ON
10,33,66,50,ON
6,36,64,63,ON
34,40,70,52,ON
89,34,39,21,OFF
40,10,48,6,OFF
38,22,68,52,ON
14,39,46,65,ON
71,33,25,38,OFF
78,10,20,89,OFF
87,3,21,73,OFF
81,32,29,68,ON
16,40,70,42,ON
2,11,50,65,ON
69,19,27,26,OFF
89,44,44,51,ON
57,1,51,62,OFF
83,4,68,33,OFF
46,30,22,108,OFF
67,34,57,109,OFF
79,5,46,19,OFF
60,21,47,42,ON
4,5,50,94,OFF
1,3,28,28,ON
56,18,42,3,ON
79,30,35,41,ON
41,12,55,103,OFF
20,21,38,95,OFF
44,43,38,58,ON
50,38,42,95,OFF
32,11,21,69,OFF
74,45,50,44,ON
47,42,64,79,ON
68,9,62,41,OFF
72,33,35,82,ON
67,0,32,0,OFF
12,8,39,25,OFF
43,27,58,27,ON
36,38,54,42,ON
15,15,36,7,ON
18,3,35,96,OFF
80,38,24,15,OFF
58,44,46,59,ON
57,44,43,58,ON
74,33,36,28,OFF
58,24,65,7,ON
13,24,37,68,ON
74,33,35,42,ON
39,5,66,68,ON
8,3,64,37,ON
75,38,31,106,OFF
24,9,27,34,ON
88,26,29,69,OFF
71,20,26,36,OFF
23,5,54,107,OFF
27,33,64,78,ON
60,6,69,54,ON
14,5,61,91,OFF
22,13,23,63,OFF
71,2,33,92,OFF
40,7,33,109,OFF
71,37,24,42,ON
28,11,37,67,ON
58,33,51,17,ON
74,36,50,23,OFF
44,26,42,35,ON
6,43,55,86,ON
42,40,55,1,ON
42,6,69,105,OFF
33,0,54,28,OFF
81,10,62,86,OFF
17,11,53,12,ON
58,32,22,13,ON
58,4,64,20,ON
61,43,69,46,ON
36,43,28,110,OFF
29,17,60,19,OFF
7,7,28,68,ON
63,12,64,98,OFF
13,45,24,44,ON
35,40,32,28,ON
41,3,31,94,OFF
59,38,26,11,ON
9,38,30,19,ON
14,8,32,33,OFF
19,36,66,78,ON
24,44,38,110,OFF
23,28,45,2,ON
30,31,64,63,ON
34,12,30,78,OFF
65,21,24,79,OFF
59,5,54,76,OFF
2,10,27,101,OFF
75,12,70,84,ON
79,43,65,105,OFF
67,4,43,33,OFF
53,0,46,60,OFF
26,24,39,104,OFF
23,31,21,52,ON
85,28,37,19,OFF
86,34,62,82,ON
74,33,46,17,OFF
17,44,26,82,ON
50,25,34,2,ON
50,20,60,72,OFF
33,9,21,84,OFF
7,29,37,84,ON
8,45,34,16,ON
47,13,21,81,OFF
33,38,31,104,OFF
5,44,64,93,OFF
8,0,53,66,ON
56,28,53,9,ON
1,30,33,76,ON
28,21,37,75,ON
60,3,54,76,OFF
50,35,30,0,ON
49,36,54,81,ON
89,29,27,94,OFF
86,38,24,92,OFF
24,10,49,107,OFF
35,41,43,41,ON
90,40,62,11,OFF
81,32,20,62,ON
84,38,67,105,OFF
35,37,38,8,ON
5,15,70,2,ON
24,32,50,7,ON
26,28,48,72,ON
64,40,28,60,ON
85,17,36,86,ON
20,26,37,62,ON
69,40,27,5,ON
61,9,62,13,OFF
21,5,42,11,ON
5,38,51,33,ON
19,9,56,69,ON
17,41,46,5,ON
74,38,41,109,OFF
7,36,26,45,ON
14,11,50,21,ON
47,0,64,23,OFF
4,0,44,29,OFF
33,31,51,77,ON
5,30,22,99,OFF
73,20,29,109,OFF
32,20,30,75,OFF
40,22,20,82,ON
73,17,45,93,OFF
44,12,69,66,ON
20,2,46,84,ON
8,29,35,16,ON
83,7,58,40,OFF
57,22,69,91,OFF
79,45,42,15,OFF
73,22,21,64,ON
1,34,54,80,ON
82,44,51,37,OFF
25,1,69,101,OFF
49,29,51,87,ON
48,15,23,43,OFF
84,24,44,32,OFF
70,31,40,79,ON
52,22,30,98,OFF
50,6,44,67,OFF
22,19,44,110,OFF
80,16,50,45,OFF
7,37,53,42,ON
67,23,66,12,OFF
88,22,27,45,OFF
65,34,38,84,ON
62,4,26,21,OFF
49,7,60,37,ON
43,34,63,14,ON
11,1,59,25,OFF
19,18,58,94,OFF
37,15,23,80,OFF
86,28,27,40,ON
64,29,25,9,ON
80,24,57,102,OFF
2,44,46,45,ON
74,43,55,103,OFF
59,3,38,1,OFF
88,1,33,91,OFF
64,17,67,89,ON
52,14,51,52,OFF
5,11,57,29,ON
21,27,24,85,ON
25,14,40,85,ON
87,3,59,78,OFF
58,7,31,80,OFF
2,35,62,81,ON
56,14,28,93,OFF
27,9,46,91,OFF
15,33,47,22,ON
81,9,49,3,OFF
17,13,35,57,ON
80,8,27,90,OFF
84,15,68,58,ON
56,17,56,93,OFF
63,22,50,60,ON
24,38,49,106,OFF
10,12,52,92,OFF
3,22,53,52,ON
58,37,24,84,ON
75,32,39,17,OFF
39,26,34,12,ON
7,16,59,45,ON
2,18,35,85,ON
86,22,35,11,OFF
16,26,47,23,ON
36,30,41,40,ON
87,40,22,24,OFF
23,26,20,4,ON
4,17,34,8,ON
27,9,55,13,OFF
5,7,54,97,OFF
58,32,38,6,ON
39,41,34,90,ON
87,20,31,85,OFF
54,36,33,75,ON
43,45,59,91,OFF
5,4,42,32,ON
36,19,36,26,ON
38,1,30,33,OFF
45,9,33,14,OFF
3,45,39,20,ON
10,34,21,31,ON
22,2,20,60,OFF
6,23,28,104,OFF
88,6,23,49,OFF
79,21,50,53,ON
74,32,59,34,OFF
12,4,66,97,OFF
58,8,33,64,ON
57,33,57,70,ON
21,39,50,33,ON
45,29,60,58,ON
79,40,22,94,OFF
59,33,37,68,ON
33,37,33,12,ON
33,7,21,50,OFF
68,2,32,68,ON
40,10,31,39,ON
9,31,54,59,ON
62,2,60,72,OFF
5,24,32,40,ON
64,15,30,48,OFF
6,17,31,27,ON
20,9,63,73,ON
50,41,41,109,OFF
75,6,63,82,OFF
20,25,44,3,ON
19,9,34,15,OFF
76,33,45,83,ON
59,26,49,64,ON
25,4,25,34,ON
59,26,29,72,OFF
83,39,69,68,ON
72,25,20,95,OFF
20,32,20,82,ON
50,25,67,10,ON
74,26,61,8,OFF
47,23,45,23,ON
13,33,22,106,OFF
13,44,25,56,ON
88,11,49,48,OFF
52,17,38,14,ON
14,37,38,53,ON
33,40,20,93,OFF
82,33,25,94,OFF
85,1,28,31,OFF
30,3,21,19,ON
84,10,21,13,OFF
47,40,52,55,ON
29,42,65,101,OFF
11,37,35,1,ON
63,36,60,86,ON
74,34,51,93,OFF
70,24,28,29,OFF
56,18,57,2,ON
35,36,39,58,ON
82,34,68,51,ON
21,2,33,38,ON
33,40,64,66,ON
10,14,68,53,ON
59,21,37,73,ON
27,21,51,54,ON
8,20,34,77,ON
69,36,25,14,OFF
22,25,52,18,OFF
40,2,53,49,OFF
22,40,70,95,OFF
48,13,51,90,OFF
37,7,43,13,ON
40,30,50,25,ON
78,6,26,48,OFF
90,4,23,73,OFF
71,45,69,17,OFF
21,22,27,43,OFF
4,20,42,2,ON
65,42,24,106,OFF
81,15,65,47,ON
81,19,51,60,ON
72,2,26,96,OFF
30,15,21,93,OFF
68,27,43,69,ON
21,4,35,25,ON
12,15,59,99,OFF
64,17,64,106,OFF
54,31,27,40,ON
41,3,38,83,OFF
57,10,41,86,ON
81,39,61,5,OFF
70,26,30,73,OFF
54,31,42,90,ON
33,25,46,43,ON
1,24,33,22,OFF
3,45,35,58,ON
59,21,40,43,ON
60,34,58,40,ON
13,7,68,95,OFF
76,11,69,75,ON
33,45,47,30,ON
57,10,36,70,ON
85,20,22,75,OFF
86,28,70,2,OFF
33,14,32,102,OFF
80,25,52,59,ON
23,45,48,71,ON
65,19,54,26,OFF
89,29,44,34,OFF
70,29,27,69,ON
23,19,37,11,ON
25,41,57,51,ON
52,33,20,94,OFF
28,1,45,12,OFF
69,17,28,12,OFF
32,36,32,54,ON
8,14,20,46,ON
48,1,59,54,OFF
68,0,63,60,OFF
12,23,50,80,ON
63,19,59,54,OFF
89,6,30,23,OFF
17,15,20,46,ON
3,11,33,69,ON
10,26,46,21,ON
55,6,20,45,OFF
50,23,20,2,ON
10,35,28,86,ON
47,34,41,79,ON
81,42,35,94,OFF
61,30,61,20,OFF
59,13,42,60,ON
68,31,28,66,ON
17,25,40,24,OFF
37,38,46,24,ON
21,12,29,42,OFF
71,7,25,83,OFF
81,33,64,84,ON
29,42,57,105,OFF
29,24,28,16,ON
24,42,62,28,ON
86,37,40,32,OFF
15,3,60,32,ON
49,32,36,84,ON
14,24,68,36,ON
59,2,29,16,OFF
77,23,33,57,ON
29,43,27,50,ON
86,14,51,63,OFF
47,37,33,24,ON
40,23,64,96,OFF
88,22,56,34,OFF
76,3,57,90,OFF
10,16,62,36,OFF
11,1,67,43,ON
56,5,20,2,OFF
46,10,69,36,ON
76,42,37,104,OFF
11,18,39,41,ON
89,40,39,74,ON
51,1,34,80,OFF
18,18,69,17,ON
66,24,61,39,OFF
20,33,59,62,ON
3,38,45,65,ON
47,26,69,24,ON
66,25,66,106,OFF
1,31,47,13,ON
21,28,26,35,ON
49,28,46,15,ON
24,33,46,30,ON
5,34,66,55,ON
7,42,32,51,ON
71,42,47,15,OFF
80,17,54,8,OFF
52,14,35,20,ON
33,8,41,91,OFF
41,30,49,58,ON
33,42,53,87,ON
48,12,29,23,ON
64,0,41,8,OFF
33,39,44,81,ON
56,30,59,92,OFF
66,19,52,83,OFF
43,2,60,15,ON
14,2,64,34,ON
21,34,53,23,ON
71,5,65,89,ON
36,45,62,8,ON
81,23,35,34,OFF
48,16,59,68,OFF
89,18,63,73,OFF
63,6,22,65,OFF
2,44,49,23,ON
81,45,45,88,ON
35,41,59,15,ON
78,37,40,34,OFF
65,44,54,109,OFF
73,38,63,100,OFF
19,31,49,79,ON
70,18,24,57,OFF
66,4,37,14,OFF
46,35,39,110,OFF
51,26,58,48,OFF
34,42,31,43,ON
28,29,41,77,ON
18,9,56,42,ON
57,16,24,70,OFF
12,43,31,29,ON
2,23,21,89,ON
85,12,25,92,OFF
68,5,62,31,OFF
62,37,64,67,ON
67,10,35,110,OFF
55,11,68,27,ON
38,27,58,106,OFF
70,39,59,98,OFF
18,41,26,37,ON
62,28,68,56,ON
81,41,57,5,OFF
5,19,57,73,ON
34,31,38,107,OFF
75,44,43,46,ON
42,29,36,67,ON
25,21,67,74,ON
78,40,45,52,ON
25,34,68,8,ON
17,37,66,51,ON
68,34,69,87,ON
46,10,51,24,ON
39,22,42,71,ON
19,9,52,101,OFF
71,31,28,40,ON
51,24,39,41,ON
30,21,35,59,ON
31,32,47,25,ON
16,15,30,74,ON
76,29,61,101,OFF
89,28,54,8,OFF
40,43,40,34,ON
75,2,42,43,OFF
49,9,53,58,OFF
18,10,42,103,OFF
66,7,36,53,ON
8,22,60,106,OFF
9,32,47,83,ON
8,26,55,54,ON
33,37,40,9,ON
79,4,43,102,OFF
32,28,20,33,ON
28,33,24,60,ON
69,44,38,77,ON
8,12,33,18,ON
87,31,28,87,ON
76,28,66,42,ON
13,17,33,57,ON
2,39,51,77,ON
72,45,35,106,OFF
15,0,49,57,ON
64,10,52,41,OFF
10,17,54,53,ON
11,31,68,54,ON
89,10,69,57,ON
34,30,60,47,ON
76,39,36,96,OFF
10,14,36,72,ON
69,23,65,52,ON
28,43,68,14,ON
83,19,45,62,ON
43,5,60,82,OFF
31,36,26,82,ON
77,36,29,54,ON
62,17,50,28,OFF
9,24,54,86,ON
5,42,50,58,ON
86,19,35,32,OFF
59,34,29,83,ON
17,4,56,81,ON
36,5,38,89,OFF
47,33,56,13,ON
89,44,35,103,OFF
66,42,70,12,OFF
59,3,46,72,OFF
80,7,51,27,OFF
7,14,24,21,ON
86,17,44,51,ON
89,0,69,19,OFF
60,3,33,24,OFF
62,3,50,50,OFF
41,20,31,51,OFF
70,16,44,110,OFF
6,0,38,101,OFF
82,15,53,34,OFF
27,34,42,47,ON
35,26,54,56,ON
52,21,52,65,ON
62,8,24,89,OFF
56,15,64,97,OFF
48,10,31,52,OFF
21,44,50,86,ON
75,41,50,68,ON
31,15,66,27,ON
47,12,20,23,ON
44,21,25,99,OFF
76,21,69,74,ON
72,20,57,106,OFF
29,0,48,3,OFF
19,32,21,67,ON
31,10,63,17,ON
58,27,69,110,OFF
29,34,53,86,ON
27,3,33,52,ON
31,31,48,49,ON
19,24,49,50,ON
76,34,24,86,ON
46,1,63,53,OFF
22,9,42,91,OFF
68,3,68,72,OFF
19,23,42,109,OFF
36,9,26,43,OFF
45,37,24,18,ON
79,9,25,64,OFF
72,12,20,34,OFF
75,34,24,13,OFF
16,24,41,47,ON
21,19,27,5,ON
70,32,47,11,OFF
6,11,38,62,ON
69,11,67,31,OFF
53,30,55,68,ON
7,6,27,30,ON
72,9,70,40,ON
88,11,35,92,OFF
48,13,68,102,OFF
55,14,40,37,ON
22,5,50,108,OFF
40,0,62,69,OFF
30,13,54,14,ON
41,7,56,85,OFF
73,22,50,92,OFF
27,17,60,76,OFF
68,40,45,65,ON
31,19,30,97,OFF
2,17,35,19,OFF
41,5,39,22,ON
15,32,51,8,ON
46,17,28,35,ON
10,34,69,55,ON
2,1,25,58,ON
57,1,36,74,OFF
86,2,58,49,OFF
25,9,36,34,OFF
27,2,66,49,OFF
21,7,32,1,OFF
86,28,44,67,ON
14,30,30,16,ON
75,44,63,32,OFF
45,44,49,34,ON
43,38,60,84,ON
46,13,35,75,ON
6,6,64,33,ON
87,19,47,95,OFF
36,6,54,64,OFF
85,41,37,72,ON
70,18,30,35,OFF
67,38,48,110,OFF
63,44,54,90,ON
69,35,21,99,OFF
22,28,34,87,ON
79,20,38,97,OFF
36,20,70,70,ON
20,44,34,55,ON
83,16,59,75,OFF
64,23,22,95,OFF
75,17,62,100,OFF
37,32,35,55,ON
11,41,66,97,OFF
37,26,42,54,ON
46,18,25,30,ON
27,17,35,82,ON
4,24,29,97,OFF
8,4,58,27,ON
89,32,31,96,OFF
41,19,31,35,ON
11,25,46,82,ON
77,30,25,43,ON
73,42,40,75,ON
51,26,31,53,OFF
87,13,22,1,OFF
7,19,20,96,OFF
72,32,65,96,OFF
10,1,33,46,ON
79,23,65,106,OFF
14,1,37,21,OFF
36,4,25,74,OFF
58,41,59,52,ON
47,14,29,76,OFF
73,13,53,1,OFF
25,45,34,1,ON
62,28,27,14,OFF
7,14,58,17,ON
50,4,54,70,OFF
12,37,56,31,ON
64,41,59,31,OFF
6,14,31,67,ON
61,27,61,61,OFF
13,28,63,13,ON
86,12,70,104,OFF
52,14,56,43,OFF
72,22,31,39,OFF
69,10,30,109,OFF
45,36,61,47,ON
84,3,46,82,OFF
59,36,55,15,ON
18,19,67,62,ON
34,43,64,92,OFF
42,28,45,17,ON
86,0,32,88,OFF
90,21,64,37,OFF
75,6,60,63,OFF
29,42,30,101,OFF
3,20,30,61,ON
13,35,21,6,ON
46,12,48,30,ON
88,8,54,86,OFF
88,11,67,89,ON
11,35,64,78,ON
20,2,65,27,ON
13,6,41,98,OFF
30,25,35,70,ON
8,31,65,109,OFF
75,18,54,91,OFF
65,37,42,45,ON
25,38,56,85,ON
73,16,50,8,OFF
88,15,45,102,OFF
8,0,24,64,ON
85,11,32,18,OFF
25,17,40,81,ON
90,35,39,91,OFF
66,1,36,1,OFF
56,17,57,17,ON
57,25,20,45,ON
74,12,41,73,ON
3,2,21,85,ON
5,21,26,33,ON
36,26,48,22,ON
58,25,54,42,ON
17,17,55,59,ON
39,45,40,29,ON
33,24,46,68,ON
51,37,54,33,ON
32,42,27,8,ON
86,41,51,60,ON
19,25,53,73,ON
5,2,41,23,ON
78,10,25,85,OFF
46,3,25,96,OFF
5,24,45,22,OFF
7,36,30,46,ON
73,11,52,56,OFF
59,41,50,49,ON
78,15,60,9,OFF
48,11,46,27,ON
90,22,47,86,ON
14,27,54,41,ON
81,8,38,73,ON
17,5,29,3,OFF
80,18,62,104,OFF
1,1,37,57,ON
22,30,31,96,OFF
31,13,68,39,ON
2,16,57,98,OFF
60,26,50,89,ON
30,38,52,42,ON
18,45,24,17,ON
23,11,22,73,OFF
84,12,62,105,OFF
79,42,45,9,OFF
45,45,33,100,OFF
66,37,56,92,OFF
53,42,53,30,ON
45,23,69,82,ON
47,16,23,48,OFF
17,3,63,46,ON
86,24,50,34,OFF
3,19,23,30,ON
15,38,48,79,ON
41,43,23,80,ON
50,32,49,15,OFF
24,0,41,62,OFF
26,19,68,61,ON
60,43,42,41,ON
20,9,59,11,OFF
7,30,36,110,OFF
78,0,70,74,OFF
72,41,47,81,ON
3,22,33,87,ON
70,3,40,75,OFF
42,14,56,38,ON
72,2,41,105,OFF
53,29,31,47,OFF
37,41,32,17,ON
73,28,40,56,ON
61,30,21,24,OFF
69,42,65,96,OFF
73,22,48,1,OFF
16,9,47,87,ON
79,22,67,59,ON
80,9,25,89,OFF
10,45,43,49,ON
77,41,59,101,OFF
19,28,46,33,ON
11,8,63,58,ON
15,34,54,27,ON
7,29,38,16,ON
6,35,62,93,OFF
23,0,21,27,OFF
32,38,46,77,ON
72,26,44,20,OFF
32,8,68,35,ON
69,41,68,81,ON
64,17,36,38,OFF
63,13,53,46,OFF
55,17,45,38,ON
75,13,62,8,OFF
2,14,32,0,ON
73,33,61,43,ON
67,3,36,87,OFF
12,37,67,72,ON
30,43,66,85,ON
15,27,25,35,ON
85,20,30,55,OFF
63,19,30,20,OFF
48,3,37,50,OFF
6,7,68,51,ON
46,22,68,86,ON
89,33,44,55,ON
73,32,57,109,OFF
21,16,44,84,ON
43,3,22,41,OFF
14,37,52,59,ON
81,4,43,19,OFF
54,42,26,43,ON
68,31,50,53,ON
5,29,27,32,ON
86,18,61,9,OFF
28,8,27,54,OFF
85,6,59,53,OFF
77,21,47,105,OFF
39,15,58,30,ON
75,16,64,70,ON
45,38,27,101,OFF
73,10,39,5,OFF
72,41,25,92,OFF
63,28,62,106,OFF
86,45,34,23,OFF
6,16,52,58,ON
80,24,64,34,OFF
38,27,55,5,ON
25,21,60,25,ON
56,43,21,0,ON
28,8,25,73,OFF
52,3,35,78,ON
64,7,23,16,OFF
3,8,59,26,OFF
35,15,26,64,OFF
85,43,28,94,OFF
73,12,63,65,OFF
79,28,62,97,OFF
22,23,31,104,OFF
80,12,66,47,ON
74,13,62,74,OFF
64,17,60,32,OFF
54,27,34,96,OFF
60,5,28,28,OFF
65,44,32,6,ON
16,8,36,104,OFF
50,36,59,86,ON
46,44,60,49,ON
39,0,51,18,OFF
3,5,39,0,OFF
10,17,40,54,ON
23,34,40,92,OFF
4,28,49,33,ON
82,37,37,0,OFF
82,8,56,96,OFF
62,7,32,63,ON
17,27,26,14,ON
49,39,27,97,OFF
42,6,70,70,OFF
14,42,22,36,ON
56,8,58,27,ON
88,32,40,91,OFF
2,5,31,36,ON
35,1,41,19,OFF
53,9,39,63,ON
2,17,24,14,ON
9,39,37,81,ON
50,34,26,49,ON
34,27,40,93,OFF
53,22,25,97,OFF
81,21,57,75,OFF
26,42,58,18,ON
60,23,29,101,OFF
49,16,62,94,OFF
65,15,37,67,ON
62,10,36,95,OFF
3,19,37,91,OFF
4,4,28,83,ON
6,37,45,47,ON
46,30,56,67,ON
9,0,37,33,OFF
83,13,69,55,ON
2,45,36,107,OFF
45,31,68,101,OFF
30,4,55,18,ON
83,20,27,96,OFF
12,19,59,10,ON
18,21,46,41,ON
47,33,45,1,ON
47,40,51,11,ON
3,44,26,51,ON
39,10,59,23,ON
57,0,25,92,OFF
53,25,31,95,OFF
24,13,40,1,ON
57,40,33,23,ON
28,17,43,10,OFF
23,38,29,20,ON
20,15,38,33,ON
24,2,33,28,ON
64,42,45,63,ON
58,14,43,37,ON
17,30,47,81,ON
81,43,28,56,ON
40,9,24,76,OFF
71,27,44,31,OFF
63,20,47,85,ON
43,15,28,53,OFF
74,36,32,7,OFF
7,34,59,80,ON
35,17,21,29,ON
37,17,46,39,OFF
55,4,56,11,ON
81,4,37,53,OFF
76,30,29,31,OFF
52,39,54,78,ON
87,36,27,13,OFF
11,29,39,52,ON
15,5,50,109,OFF
65,34,23,55,ON
51,10,33,96,OFF
18,16,39,53,ON
21,3,51,84,OFF
36,38,47,43,ON
83,28,28,57,OFF
78,38,23,31,OFF
39,44,66,7,ON
53,32,65,14,ON
19,35,30,53,ON
71,28,30,38,OFF
84,10,32,84,ON
42,33,61,72,ON
81,9,45,16,OFF
55,11,70,14,ON
62,11,57,79,OFF
48,28,47,6,ON
34,6,50,0,OFF
15,27,50,5,ON
4,36,64,55,ON
61,14,53,38,OFF
76,35,47,80,ON
61,10,44,47,OFF
5,11,59,105,OFF
29,31,55,3,ON
34,40,59,60,ON
39,25,61,109,OFF
5,23,36,98,OFF
12,31,43,80,ON
72,21,20,71,ON
44,19,25,21,ON
49,15,55,82,OFF
45,24,32,3,ON
42,34,41,66,ON
66,4,42,78,OFF
82,30,46,16,OFF
37,21,36,65,ON
61,12,37,64,ON
78,42,68,104,OFF
28,24,62,102,OFF
87,33,30,1,OFF
47,27,45,31,ON
55,33,65,73,ON
63,17,29,10,OFF
58,26,59,10,ON
19,5,66,0,OFF
86,43,63,77,ON
62,4,61,104,OFF
90,44,21,92,OFF
50,2,63,68,OFF
29,6,55,1,OFF
6,42,30,32,ON
76,30,35,95,OFF
43,31,33,91,OFF
49,31,27,81,ON
8,25,24,82,ON
24,10,34,32,ON
77,2,31,46,OFF
71,12,60,78,OFF
38,32,23,103,OFF
72,13,53,15,OFF
47,19,68,66,ON
25,39,30,26,ON
87,10,57,108,OFF
16,19,51,78,ON
90,1,21,63,OFF
27,6,32,87,ON
31,19,52,57,OFF
82,14,61,90,OFF
32,17,58,75,OFF
89,26,68,50,ON
17,8,28,0,OFF
84,20,44,69,ON
66,26,65,41,ON
71,19,26,33,OFF
63,44,28,14,OFF
78,30,52,83,ON
12,35,61,78,ON
73,5,34,67,ON
45,26,32,72,ON
5,44,53,102,OFF
68,11,62,30,OFF
6,6,43,84,ON
43,32,51,28,ON
54,42,56,86,ON
49,12,49,77,OFF
67,43,61,100,OFF
10,44,26,10,ON
49,31,51,8,ON
17,25,30,56,ON
56,0,52,70,OFF
4,7,49,80,ON
33,6,62,64,OFF
5,43,65,86,ON
25,39,61,79,ON
33,16,57,10,OFF
58,15,42,93,OFF
24,5,43,66,OFF
70,23,30,19,OFF
62,15,34,56,ON
43,2,65,91,OFF
7,7,38,52,ON
38,41,22,16,ON
34,41,60,95,OFF
27,8,39,56,ON
35,33,48,4,ON
9,11,63,72,ON
5,20,29,98,OFF
19,43,46,78,ON
53,27,51,91,OFF
73,31,40,41,ON
12,5,58,54,ON
49,40,45,70,ON
62,8,67,41,ON
56,24,54,22,ON
55,26,63,105,OFF
72,0,45,98,OFF
42,42,39,64,ON
76,23,52,62,ON
69,5,27,41,OFF
78,25,46,24,OFF
47,3,60,8,OFF
10,35,23,73,ON
5,38,20,101,OFF
17,5,35,46,ON
37,9,22,64,OFF
30,7,68,10,ON
25,5,26,79,OFF
73,42,27,21,OFF
14,4,42,31,ON
12,33,22,10,ON
44,33,41,71,ON
1,35,23,81,ON
59,32,59,104,OFF
38,39,46,64,ON
40,40,42,4,ON
62,40,20,6,ON
37,36,36,3,ON
63,15,66,46,ON
6,33,49,20,ON
69,18,40,8,ON
44,14,51,48,OFF
70,11,46,36,OFF
17,27,54,27,ON
16,25,56,51,ON
81,4,40,84,OFF
53,35,27,22,ON
72,14,59,107,OFF
58,44,56,89,ON
89,12,30,70,OFF
50,33,53,72,ON
45,23,37,28,ON
53,33,28,66,ON
19,22,61,54,ON
54,19,41,101,OFF
74,5,23,27,OFF
19,3,44,87,ON
31,37,65,21,ON
81,40,62,11,OFF
17,14,30,57,ON
46,6,26,14,ON
42,0,48,3,OFF
46,1,21,37,ON
44,17,29,49,OFF
59,13,40,81,ON
24,33,60,32,ON
15,37,40,72,ON
10,0,53,39,OFF
23,20,57,71,OFF
22,36,25,48,ON
46,44,64,84,ON
51,31,44,59,ON
4,16,57,97,OFF
90,20,69,54,ON
58,29,34,18,ON
74,26,46,48,ON
41,27,64,7,ON
44,20,63,43,OFF
14,39,34,0,ON
21,7,65,68,ON
70,39,60,73,ON
68,9,47,74,OFF
57,13,47,92,OFF
41,8,24,7,OFF
61,20,41,48,ON
68,40,28,51,ON
15,38,29,32,ON
32,21,38,22,ON
81,45,66,33,OFF
75,22,41,58,ON
83,16,68,41,ON
72,45,36,49,ON
51,21,54,58,OFF
5,0,35,52,ON
32,6,68,11,ON
8,35,23,20,ON
66,3,28,64,OFF
73,21,49,7,OFF
76,26,42,49,ON
38,19,34,48,ON
39,24,66,61,ON
60,0,38,28,OFF
59,17,52,47,OFF
24,20,61,95,OFF
89,2,48,80,OFF
89,13,53,97,OFF
85,26,45,52,ON
28,1,69,106,OFF
87,15,30,72,OFF
64,2,65,48,ON
85,6,33,93,OFF
50,11,69,18,ON
65,37,40,85,ON
14,10,50,78,ON
86,36,51,26,OFF
44,28,55,103,OFF
14,38,38,103,OFF
75,32,59,61,ON
22,35,32,109,OFF
84,35,40,68,ON
67,15,26,51,OFF
22,43,56,46,ON
2,4,46,8,OFF
30,7,49,86,OFF
39,26,39,99,OFF
90,5,28,75,OFF
10,3,24,63,ON
20,12,64,73,ON
14,19,27,15,ON
53,44,34,79,ON
5,14,69,55,ON
38,18,42,63,ON
19,42,32,92,OFF
67,2,27,41,OFF
21,1,39,21,OFF
4,31,50,7,ON
21,2,44,55,OFF
46,2,67,4,OFF
15,34,64,94,OFF
59,43,32,47,ON
76,0,61,49,OFF
19,29,61,16,ON
5,32,43,12,ON
52,6,65,86,ON
36,41,46,25,ON
55,3,54,12,OFF
67,5,24,18,OFF
55,38,37,104,OFF
64,24,62,97,OFF
19,0,69,26,OFF
50,6,49,29,ON
18,44,68,27,ON
49,22,51,93,OFF
59,32,53,67,ON
15,16,60,79,ON
20,40,31,74,ON
35,6,68,57,ON
20,2,66,81,ON
24,15,67,39,ON
49,29,61,72,ON
24,24,49,95,OFF
64,1,61,102,OFF
90,3,58,71,OFF
26,35,36,9,ON
66,30,25,17,OFF
3,20,48,96,OFF
26,41,34,103,OFF
90,29,20,101,OFF
29,41,49,2,ON
87,15,46,83,ON
77,11,64,2,OFF
74,41,46,49,ON
87,16,26,5,OFF
77,39,55,17,OFF
81,32,51,37,OFF
49,31,47,59,ON
6,42,52,15,ON
73,40,31,53,ON
22,35,51,95,OFF
48,27,26,6,ON
76,20,45,103,OFF
72,22,66,41,ON
32,34,60,88,ON
